"TimeUTC","station","Time","lon","lat","tmpc","dwpc","relh","drct","sped","alti","mslp","vsby","skyc1","skyc2","skyc3","skyc4","skyl1","skyl2","skyl3","skyl4"
2011-07-02 05:00:00,"WMKB",2011-07-02 12:00:00,100.3912,5.4659,32,24,62.68,240,4.73288848,29.77,NA,5.0050474,"FEW","SCT","BKN",NA,2000,14000,27000,NA
2011-07-02 06:00:00,"WMKB",2011-07-02 13:00:00,100.3912,5.4659,32,25,66.55,230,5.32449954,29.77,NA,5.0050474,"FEW","SCT","BKN",NA,2000,14000,27000,NA
2011-07-02 07:00:00,"WMKB",2011-07-02 14:00:00,100.3912,5.4659,32,24,62.68,220,4.73288848,29.74,NA,6.0028382,"FEW","BKN",NA,NA,2000,27000,NA,NA
2011-07-02 08:00:00,"WMKB",2011-07-02 15:00:00,100.3912,5.4659,31,24,66.35,210,4.14127742,29.71,NA,6.0028382,"FEW","SCT","BKN",NA,2000,14000,27000,NA
2011-07-02 09:00:00,"WMKB",2011-07-02 16:00:00,100.3912,5.4659,31,24,66.35,220,3.54966636,29.71,NA,6.0028382,"FEW","SCT","BKN",NA,2000,14000,27000,NA
2011-07-02 10:00:00,"WMKB",2011-07-02 17:00:00,100.3912,5.4659,31,25,70.45,220,3.54966636,29.71,NA,6.0028382,"FEW","SCT","BKN",NA,2000,14000,27000,NA
2011-07-02 11:00:00,"WMKB",2011-07-02 18:00:00,100.3912,5.4659,30,25,74.61,200,2.9580553,29.71,NA,6.0028382,"FEW","SCT","BKN",NA,2000,14000,27000,NA
2011-07-02 12:00:00,"WMKB",2011-07-02 19:00:00,100.3912,5.4659,30,25,74.61,210,1.77483318,29.71,NA,6.0028382,"FEW","SCT","BKN",NA,2500,14000,27000,NA
2011-07-02 13:00:00,"WMKB",2011-07-02 20:00:00,100.3912,5.4659,28,24,78.9,80,4.14127742,29.77,NA,7.9984198,"FEW","SCT","OVC",NA,1700,2200,25000,NA
2011-07-02 14:00:00,"WMKB",2011-07-02 21:00:00,100.3912,5.4659,25,23,88.67,200,5.9161106,29.8,NA,5.0050474,"FEW","SCT","OVC",NA,1700,2200,25000,NA
2011-07-02 15:00:00,"WMKB",2011-07-02 22:00:00,100.3912,5.4659,25,24,94.19,270,1.18322212,29.8,NA,5.0050474,"FEW","SCT","OVC",NA,1700,2200,25000,NA
2011-07-02 16:00:00,"WMKB",2011-07-02 23:00:00,100.3912,5.4659,25,24,94.19,40,1.18322212,29.8,NA,7.000629,"SCT","OVC",NA,NA,2200,25000,NA,NA
2011-07-02 17:00:00,"WMKB",2011-07-03 00:00:00,100.3912,5.4659,25,24,94.19,90,1.18322212,29.83,NA,7.000629,"FEW","SCT","BKN",NA,2200,14000,25000,NA
2011-07-02 18:00:00,"WMKB",2011-07-03 01:00:00,100.3912,5.4659,25,25,100,20,0.59161106,29.83,NA,7.9984198,"FEW","SCT","BKN",NA,2400,14000,27000,NA
2011-07-02 19:00:00,"WMKB",2011-07-03 02:00:00,100.3912,5.4659,26,24,88.75,320,3.54966636,29.8,NA,7.9984198,"FEW","SCT","BKN",NA,1700,2500,27000,NA
2011-07-02 20:00:00,"WMKB",2011-07-03 03:00:00,100.3912,5.4659,25,23,88.67,50,2.36644424,29.77,NA,7.9984198,"FEW","SCT","BKN",NA,1700,2500,27000,NA
2011-07-02 21:00:00,"WMKB",2011-07-03 04:00:00,100.3912,5.4659,26,24,88.75,310,2.36644424,29.77,NA,7.9984198,"FEW","SCT","BKN",NA,2500,14000,27000,NA
2011-07-02 22:00:00,"WMKB",2011-07-03 05:00:00,100.3912,5.4659,25,24,94.19,100,1.18322212,29.8,NA,7.9984198,"FEW","SCT","BKN",NA,2500,14000,27000,NA
2011-07-02 23:00:00,"WMKB",2011-07-03 06:00:00,100.3912,5.4659,24,22,88.59,180,7.09933272,29.83,NA,7.9984198,"FEW","FEW","SCT","BKN",800,1700,2500,26000
2011-07-03 00:00:00,"WMKB",2011-07-03 07:00:00,100.3912,5.4659,24,23,94.14,300,1.18322212,29.85,NA,4.0072566,"FEW","FEW","SCT","OVC",800,1700,2500,26000
2011-07-03 01:00:00,"WMKB",2011-07-03 08:00:00,100.3912,5.4659,24,23,94.14,80,1.77483318,29.88,NA,5.0050474,"FEW","FEW","SCT","OVC",1000,1700,2500,26000
2011-07-03 02:00:00,"WMKB",2011-07-03 09:00:00,100.3912,5.4659,24,24,100,60,2.36644424,29.88,NA,5.0050474,"FEW","FEW","SCT","BKN",1200,1700,2500,26000
2011-07-03 03:00:00,"WMKB",2011-07-03 10:00:00,100.3912,5.4659,25,24,94.19,40,2.9580553,29.91,NA,7.000629,"FEW","FEW","SCT","BKN",1200,1700,14000,26000
2011-07-03 04:00:00,"WMKB",2011-07-03 11:00:00,100.3912,5.4659,25,24,94.19,40,4.14127742,29.88,NA,7.000629,"FEW","SCT","BKN",NA,800,2500,26000,NA
2011-07-03 05:00:00,"WMKB",2011-07-03 12:00:00,100.3912,5.4659,25,24,94.19,60,3.54966636,29.85,NA,6.0028382,"FEW","SCT","BKN",NA,800,2500,26000,NA
2011-08-22 20:00:00,"WMKB",2011-08-23 03:00:00,100.3912,5.4659,25,24,94.19,100,1.18322212,29.83,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-22 21:00:00,"WMKB",2011-08-23 04:00:00,100.3912,5.4659,24,24,100,90,1.18322212,29.83,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-22 22:00:00,"WMKB",2011-08-23 05:00:00,100.3912,5.4659,24,24,100,110,1.18322212,29.83,NA,6.0028382,"FEW","SCT","BKN","",1000,14000,28000,NA
2011-08-22 23:00:00,"WMKB",2011-08-23 06:00:00,100.3912,5.4659,24,24,100,140,0.59161106,29.83,NA,4.0072566,"FEW","SCT","BKN","",800,14000,28000,NA
2011-08-23 00:00:00,"WMKB",2011-08-23 07:00:00,100.3912,5.4659,24,24,100,130,1.77483318,29.83,NA,1.9955816,"FEW","FEW","SCT","BKN",0,1700,14000,28000
2011-08-23 01:00:00,"WMKB",2011-08-23 08:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-23 02:00:00,"WMKB",2011-08-23 09:00:00,100.3912,5.4659,28,24,78.9,200,3.54966636,29.85,NA,6.0028382,"FEW","SCT","BKN","",2000,14000,28000,NA
2011-08-23 03:00:00,"WMKB",2011-08-23 10:00:00,100.3912,5.4659,29,24,74.44,240,3.54966636,29.85,NA,7.000629,"FEW","SCT","BKN","",2000,14000,28000,NA
2011-08-23 04:00:00,"WMKB",2011-08-23 11:00:00,100.3912,5.4659,30,24,70.27,250,3.54966636,29.85,NA,7.9984198,"FEW","SCT","BKN","",1800,13000,28000,NA
2011-08-23 05:00:00,"WMKB",2011-08-23 12:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-23 06:00:00,"WMKB",2011-08-23 13:00:00,100.3912,5.4659,31,23,62.47,280,3.54966636,29.8,NA,9.9940014,"FEW","SCT","BKN","",1700,2000,28000,NA
2011-08-23 07:00:00,"WMKB",2011-08-23 14:00:00,100.3912,5.4659,32,24,62.68,290,4.14127742,29.77,NA,9.9940014,"FEW","SCT","BKN","",1700,2000,27000,NA
2011-08-23 08:00:00,"WMKB",2011-08-23 15:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-23 09:00:00,"WMKB",2011-08-23 16:00:00,100.3912,5.4659,30,24,70.27,320,4.14127742,29.74,NA,7.9984198,"FEW","SCT","BKN","",1700,14000,28000,NA
2011-08-23 10:00:00,"WMKB",2011-08-23 17:00:00,100.3912,5.4659,30,24,70.27,340,2.9580553,29.74,NA,9.9940014,"FEW","SCT","BKN","",1700,2500,27000,NA
2011-08-23 11:00:00,"WMKB",2011-08-23 18:00:00,100.3912,5.4659,27,24,83.66,90,4.14127742,29.77,NA,7.9984198,"FEW","SCT","BKN","",1700,2500,27000,NA
2011-08-23 12:00:00,"WMKB",2011-08-23 19:00:00,100.3912,5.4659,27,24,83.66,70,1.77483318,29.77,NA,6.0028382,"SCT","SCT","BKN","",2500,14000,27000,NA
2011-08-23 13:00:00,"WMKB",2011-08-23 20:00:00,100.3912,5.4659,26,24,88.75,80,1.18322212,29.83,NA,6.0028382,"SCT","SCT","BKN","",2500,14000,27000,NA
2011-08-23 14:00:00,"WMKB",2011-08-23 21:00:00,100.3912,5.4659,26,24,88.75,60,1.77483318,29.85,NA,6.0028382,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-23 15:00:00,"WMKB",2011-08-23 22:00:00,100.3912,5.4659,26,24,88.75,60,1.77483318,29.85,NA,6.0028382,"FEW","SCT","BKN","",2600,14000,27000,NA
2011-08-23 16:00:00,"WMKB",2011-08-23 23:00:00,100.3912,5.4659,26,24,88.75,70,1.77483318,29.85,NA,6.0028382,"FEW","SCT","BKN","",2600,14000,27000,NA
2011-08-23 17:00:00,"WMKB",2011-08-24 00:00:00,100.3912,5.4659,25,24,94.19,80,2.9580553,29.83,NA,6.0028382,"FEW","SCT","BKN","",2600,14000,27000,NA
2011-08-23 18:00:00,"WMKB",2011-08-24 01:00:00,100.3912,5.4659,25,24,94.19,90,1.77483318,29.83,NA,6.0028382,"FEW","SCT","BKN","",2600,14000,27000,NA
2011-08-23 19:00:00,"WMKB",2011-08-24 02:00:00,100.3912,5.4659,25,24,94.19,50,1.18322212,29.8,NA,6.0028382,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-23 20:00:00,"WMKB",2011-08-24 03:00:00,100.3912,5.4659,25,24,94.19,140,0.59161106,29.8,NA,6.0028382,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-23 21:00:00,"WMKB",2011-08-24 04:00:00,100.3912,5.4659,24,24,100,60,1.18322212,29.8,NA,6.0028382,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-23 22:00:00,"WMKB",2011-08-24 05:00:00,100.3912,5.4659,25,24,94.19,20,4.14127742,29.8,NA,6.0028382,"FEW","BKN","","",2500,28000,NA,NA
2011-08-23 23:00:00,"WMKB",2011-08-24 06:00:00,100.3912,5.4659,26,23,83.55,350,2.9580553,29.83,NA,6.0028382,"SCT","SCT","BKN","",2500,14000,27000,NA
2011-08-24 00:00:00,"WMKB",2011-08-24 07:00:00,100.3912,5.4659,25,23,88.67,60,1.18322212,29.83,NA,8.9962106,"FEW","SCT","BKN","",1700,14000,28000,NA
2011-08-24 01:00:00,"WMKB",2011-08-24 08:00:00,100.3912,5.4659,27,24,83.66,90,1.77483318,29.85,NA,9.9940014,"FEW","SCT","BKN","",2000,14000,27000,NA
2011-08-24 02:00:00,"WMKB",2011-08-24 09:00:00,100.3912,5.4659,28,24,78.9,30,1.18322212,29.85,NA,9.9940014,"FEW","SCT","BKN","",2000,14000,27000,NA
2011-08-24 04:00:00,"WMKB",2011-08-24 11:00:00,100.3912,5.4659,29,24,74.44,320,2.9580553,29.83,NA,9.9940014,"SCT","SCT","BKN","",2000,14000,27000,NA
2011-08-24 05:00:00,"WMKB",2011-08-24 12:00:00,100.3912,5.4659,30,25,74.61,300,4.14127742,29.8,NA,9.9940014,"SCT","SCT","BKN","",2000,14000,27000,NA
2011-08-24 06:00:00,"WMKB",2011-08-24 13:00:00,100.3912,5.4659,30,25,74.61,310,4.14127742,29.8,NA,7.9984198,"FEW","SCT","BKN","",1700,2000,27000,NA
2011-08-24 07:00:00,"WMKB",2011-08-24 14:00:00,100.3912,5.4659,29,25,79.04,310,6.50772166,29.77,NA,7.000629,"FEW","SCT","BKN","",1700,2000,27000,NA
2011-08-24 08:00:00,"WMKB",2011-08-24 15:00:00,100.3912,5.4659,28,24,78.9,310,4.14127742,29.77,NA,7.9984198,"FEW","FEW","BKN","BKN",1200,1700,14000,27000
2011-08-24 09:00:00,"WMKB",2011-08-24 16:00:00,100.3912,5.4659,29,24,74.44,310,3.54966636,29.77,NA,9.9940014,"FEW","BKN","BKN","",1700,14000,27000,NA
2011-08-24 10:00:00,"WMKB",2011-08-24 17:00:00,100.3912,5.4659,29,25,79.04,280,2.36644424,29.74,NA,8.9962106,"FEW","SCT","BKN","",1700,2000,27000,NA
2011-08-24 11:00:00,"WMKB",2011-08-24 18:00:00,100.3912,5.4659,26,24,88.75,300,1.77483318,29.74,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-24 12:00:00,"WMKB",2011-08-24 19:00:00,100.3912,5.4659,26,25,94.23,0,0,29.77,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-24 13:00:00,"WMKB",2011-08-24 20:00:00,100.3912,5.4659,26,24,88.75,80,1.77483318,29.8,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-24 14:00:00,"WMKB",2011-08-24 21:00:00,100.3912,5.4659,26,24,88.75,120,1.77483318,29.83,NA,7.000629,"SCT","SCT","BKN","",2500,14000,27000,NA
2011-08-24 15:00:00,"WMKB",2011-08-24 22:00:00,100.3912,5.4659,26,25,94.23,140,0.59161106,29.83,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-24 16:00:00,"WMKB",2011-08-24 23:00:00,100.3912,5.4659,26,24,88.75,160,1.18322212,29.83,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-24 17:00:00,"WMKB",2011-08-25 00:00:00,100.3912,5.4659,26,24,88.75,330,1.77483318,29.83,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-24 18:00:00,"WMKB",2011-08-25 01:00:00,100.3912,5.4659,26,24,88.75,350,1.18322212,29.8,NA,7.000629,"FEW","SCT","BKN","",1000,2500,27000,NA
2011-08-24 19:00:00,"WMKB",2011-08-25 02:00:00,100.3912,5.4659,25,24,94.19,90,1.77483318,29.77,NA,7.000629,"FEW","SCT","BKN","",1000,2500,27000,NA
2011-08-24 20:00:00,"WMKB",2011-08-25 03:00:00,100.3912,5.4659,25,24,94.19,100,1.77483318,29.77,NA,7.000629,"SCT","SCT","BKN","",2500,14000,27000,NA
2011-08-24 21:00:00,"WMKB",2011-08-25 04:00:00,100.3912,5.4659,25,24,94.19,30,3.54966636,29.77,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-24 22:00:00,"WMKB",2011-08-25 05:00:00,100.3912,5.4659,25,23,88.67,310,2.9580553,29.8,NA,5.0050474,"FEW","SCT","BKN","",1000,2200,26000,NA
2011-08-24 23:00:00,"WMKB",2011-08-25 06:00:00,100.3912,5.4659,25,24,94.19,300,2.36644424,29.8,NA,7.000629,"FEW","SCT","BKN","",1200,2500,14000,NA
2011-08-25 00:00:00,"WMKB",2011-08-25 07:00:00,100.3912,5.4659,26,24,88.75,320,2.36644424,29.8,NA,7.9984198,"FEW","SCT","BKN","",2000,2500,27000,NA
2011-08-25 01:00:00,"WMKB",2011-08-25 08:00:00,100.3912,5.4659,27,25,88.83,30,1.77483318,29.83,NA,7.9984198,"FEW","SCT","BKN","",1200,14000,27000,NA
2011-08-25 02:00:00,"WMKB",2011-08-25 09:00:00,100.3912,5.4659,25,24,94.19,300,4.14127742,29.85,NA,2.9933724,"FEW","SCT","BKN","",1000,2500,27000,NA
2011-08-25 03:00:00,"WMKB",2011-08-25 10:00:00,100.3912,5.4659,25,24,94.19,230,0.59161106,29.85,NA,4.0072566,"FEW","SCT","BKN","",1200,2500,26000,NA
2011-08-25 04:00:00,"WMKB",2011-08-25 11:00:00,100.3912,5.4659,26,25,94.23,290,1.77483318,29.83,NA,4.0072566,"FEW","SCT","BKN","",1200,2500,26000,NA
2011-08-25 05:00:00,"WMKB",2011-08-25 12:00:00,100.3912,5.4659,26,25,94.23,220,1.18322212,29.83,NA,2.9933724,"FEW","SCT","BKN","",1200,2500,27000,NA
2011-08-25 06:00:00,"WMKB",2011-08-25 13:00:00,100.3912,5.4659,25,24,94.19,160,1.77483318,29.8,NA,2.9933724,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-25 07:00:00,"WMKB",2011-08-25 14:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-25 08:00:00,"WMKB",2011-08-25 15:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-25 09:00:00,"WMKB",2011-08-25 16:00:00,100.3912,5.4659,27,24,83.66,240,1.77483318,29.74,NA,7.000629,"FEW","SCT","BKN","",1200,2500,26000,NA
2011-08-25 10:00:00,"WMKB",2011-08-25 17:00:00,100.3912,5.4659,27,25,88.83,150,1.18322212,29.74,NA,7.000629,"FEW","SCT","BKN","",2500,14000,26000,NA
2011-08-25 11:00:00,"WMKB",2011-08-25 18:00:00,100.3912,5.4659,27,24,83.66,170,1.18322212,29.77,NA,7.9984198,"FEW","SCT","BKN","",2500,14000,26000,NA
2011-08-25 12:00:00,"WMKB",2011-08-25 19:00:00,100.3912,5.4659,26,25,94.23,150,0.59161106,29.77,NA,7.9984198,"FEW","SCT","BKN","",2500,14000,26000,NA
2011-08-25 13:00:00,"WMKB",2011-08-25 20:00:00,100.3912,5.4659,25,24,94.19,40,2.36644424,29.8,NA,7.000629,"FEW","SCT","OVC","",800,14000,26000,NA
2011-08-25 14:00:00,"WMKB",2011-08-25 21:00:00,100.3912,5.4659,24,23,94.14,330,2.36644424,29.83,NA,6.0028382,"FEW","SCT","OVC","",800,2500,26000,NA
2011-08-25 15:00:00,"WMKB",2011-08-25 22:00:00,100.3912,5.4659,24,23,94.14,80,2.36644424,29.85,NA,6.0028382,"FEW","SCT","BKN","",800,2500,26000,NA
2011-08-25 16:00:00,"WMKB",2011-08-25 23:00:00,100.3912,5.4659,24,23,94.14,110,2.36644424,29.83,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-25 17:00:00,"WMKB",2011-08-26 00:00:00,100.3912,5.4659,24,23,94.14,60,1.77483318,29.8,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-25 18:00:00,"WMKB",2011-08-26 01:00:00,100.3912,5.4659,24,23,94.14,100,1.18322212,29.8,NA,7.9984198,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-25 19:00:00,"WMKB",2011-08-26 02:00:00,100.3912,5.4659,24,23,94.14,80,1.77483318,29.77,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-25 20:00:00,"WMKB",2011-08-26 03:00:00,100.3912,5.4659,24,23,94.14,60,1.18322212,29.77,NA,7.000629,"FEW","SCT","BKN","",2500,14000,26000,NA
2011-08-25 21:00:00,"WMKB",2011-08-26 04:00:00,100.3912,5.4659,24,23,94.14,90,2.36644424,29.77,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-25 22:00:00,"WMKB",2011-08-26 05:00:00,100.3912,5.4659,24,23,94.14,0,0,29.77,NA,7.000629,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-25 23:00:00,"WMKB",2011-08-26 06:00:00,100.3912,5.4659,24,23,94.14,0,0,29.77,NA,7.9984198,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-26 00:00:00,"WMKB",2011-08-26 07:00:00,100.3912,5.4659,24,24,100,0,0,29.8,NA,9.9940014,"FEW","SCT","BKN","",2000,14000,27000,NA
2011-08-26 01:00:00,"WMKB",2011-08-26 08:00:00,100.3912,5.4659,25,24,94.19,30,3.54966636,29.83,NA,5.0050474,"FEW","SCT","BKN","",2000,14000,26000,NA
2011-08-26 02:00:00,"WMKB",2011-08-26 09:00:00,100.3912,5.4659,26,24,88.75,100,0.59161106,29.83,NA,9.9940014,"FEW","SCT","BKN","",2000,14000,27000,NA
2011-08-26 03:00:00,"WMKB",2011-08-26 10:00:00,100.3912,5.4659,27,25,88.83,260,1.77483318,29.85,NA,5.0050474,"FEW","SCT","BKN","",1200,2500,27000,NA
2011-08-26 04:00:00,"WMKB",2011-08-26 11:00:00,100.3912,5.4659,27,25,88.83,290,1.77483318,29.85,NA,6.0028382,"FEW","SCT","BKN","",2000,2500,27000,NA
2011-08-26 05:00:00,"WMKB",2011-08-26 12:00:00,100.3912,5.4659,27,24,83.66,320,4.14127742,29.83,NA,6.0028382,"FEW","SCT","BKN","",2000,2500,27000,NA
2011-08-26 06:00:00,"WMKB",2011-08-26 13:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-26 07:00:00,"WMKB",2011-08-26 14:00:00,100.3912,5.4659,28,24,78.9,310,2.36644424,29.8,NA,9.9940014,"FEW","SCT","BKN","",2000,14000,27000,NA
2011-08-26 08:00:00,"WMKB",2011-08-26 15:00:00,100.3912,5.4659,28,23,74.28,330,2.9580553,29.77,NA,9.9940014,"FEW","SCT","BKN","",2000,14000,27000,NA
2011-08-26 09:00:00,"WMKB",2011-08-26 16:00:00,100.3912,5.4659,29,24,74.44,270,0.59161106,29.74,NA,7.9984198,"FEW","SCT","BKN","",2000,2500,27000,NA
2011-08-26 10:00:00,"WMKB",2011-08-26 17:00:00,100.3912,5.4659,27,25,88.83,200,1.18322212,29.77,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-26 11:00:00,"WMKB",2011-08-26 18:00:00,100.3912,5.4659,27,25,88.83,0,0,29.77,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-26 12:00:00,"WMKB",2011-08-26 19:00:00,100.3912,5.4659,24,23,94.14,300,2.9580553,29.83,NA,6.0028382,"FEW","FEW","SCT","BKN",800,1700,2300,18000
2011-08-26 13:00:00,"WMKB",2011-08-26 20:00:00,100.3912,5.4659,25,24,94.19,40,2.36644424,29.85,NA,6.0028382,"FEW","FEW","SCT","OVC",800,1700,2300,26000
2011-08-26 14:00:00,"WMKB",2011-08-26 21:00:00,100.3912,5.4659,24,24,100,140,1.18322212,29.85,NA,6.0028382,"FEW","SCT","OVC","",800,2300,26000,NA
2011-08-26 15:00:00,"WMKB",2011-08-26 22:00:00,100.3912,5.4659,24,24,100,90,2.9580553,29.88,NA,6.0028382,"FEW","SCT","OVC","",800,2300,26000,NA
2011-08-26 16:00:00,"WMKB",2011-08-26 23:00:00,100.3912,5.4659,24,24,100,50,4.73288848,29.85,NA,6.0028382,"FEW","SCT","OVC","",800,2300,26000,NA
2011-08-26 17:00:00,"WMKB",2011-08-27 00:00:00,100.3912,5.4659,24,24,100,100,1.77483318,29.85,NA,6.0028382,"FEW","SCT","OVC","",800,2300,26000,NA
2011-08-26 18:00:00,"WMKB",2011-08-27 01:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-26 19:00:00,"WMKB",2011-08-27 02:00:00,100.3912,5.4659,24,23,94.14,100,1.18322212,29.8,NA,7.000629,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-26 20:00:00,"WMKB",2011-08-27 03:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-26 21:00:00,"WMKB",2011-08-27 04:00:00,100.3912,5.4659,NA,NA,NA,0,NA,NA,NA,-159.32466,"","","","",NA,NA,NA,NA
2011-08-26 22:00:00,"WMKB",2011-08-27 05:00:00,100.3912,5.4659,24,23,94.14,110,2.36644424,29.77,NA,7.9984198,"FEW","SCT","BKN","",2500,14000,26000,NA
2011-08-26 23:00:00,"WMKB",2011-08-27 06:00:00,100.3912,5.4659,24,23,94.14,120,2.36644424,29.8,NA,6.0028382,"BKN","SCT","BKN","",1000,12000,26000,NA
2011-08-27 00:00:00,"WMKB",2011-08-27 07:00:00,100.3912,5.4659,24,24,100,100,1.18322212,29.83,NA,6.0028382,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-27 01:00:00,"WMKB",2011-08-27 08:00:00,100.3912,5.4659,25,24,94.19,140,1.77483318,29.83,NA,6.0028382,"FEW","SCT","OVC","",800,2500,26000,NA
2011-08-27 02:00:00,"WMKB",2011-08-27 09:00:00,100.3912,5.4659,26,25,94.23,100,1.18322212,29.85,NA,6.0028382,"FEW","SCT","OVC","",800,2500,26000,NA
2011-08-27 03:00:00,"WMKB",2011-08-27 10:00:00,100.3912,5.4659,26,25,94.23,90,1.77483318,29.85,NA,7.9984198,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-27 04:00:00,"WMKB",2011-08-27 11:00:00,100.3912,5.4659,28,25,83.77,110,1.77483318,29.83,NA,7.9984198,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-27 05:00:00,"WMKB",2011-08-27 12:00:00,100.3912,5.4659,29,25,79.04,330,1.18322212,29.8,NA,8.9962106,"FEW","SCT","BKN","",1000,2500,26000,NA
2011-08-27 06:00:00,"WMKB",2011-08-27 13:00:00,100.3912,5.4659,29,25,79.04,330,2.9580553,29.8,NA,9.9940014,"FEW","SCT","BKN","",2000,2500,26000,NA
2011-08-27 07:00:00,"WMKB",2011-08-27 14:00:00,100.3912,5.4659,29,25,79.04,360,1.77483318,29.77,NA,9.9940014,"FEW","SCT","BKN","",2000,2500,26000,NA
2011-08-27 08:00:00,"WMKB",2011-08-27 15:00:00,100.3912,5.4659,29,25,79.04,300,2.9580553,29.77,NA,9.9940014,"FEW","SCT","BKN","",2000,14000,26000,NA
2011-08-27 09:00:00,"WMKB",2011-08-27 16:00:00,100.3912,5.4659,29,25,79.04,320,4.14127742,29.77,NA,9.9940014,"SCT","SCT","BKN","",2000,14000,26000,NA
2011-08-27 10:00:00,"WMKB",2011-08-27 17:00:00,100.3912,5.4659,27,23,78.76,350,5.32449954,29.77,NA,8.9962106,"FEW","SCT","BKN","",1700,2300,26000,NA
2011-08-27 11:00:00,"WMKB",2011-08-27 18:00:00,100.3912,5.4659,26,24,88.75,10,2.9580553,29.77,NA,9.9940014,"FEW","SCT","BKN","",1700,2300,26000,NA
2011-08-27 12:00:00,"WMKB",2011-08-27 19:00:00,100.3912,5.4659,26,24,88.75,50,2.36644424,29.77,NA,9.9940014,"FEW","SCT","BKN","",2300,14000,26000,NA
2011-08-27 13:00:00,"WMKB",2011-08-27 20:00:00,100.3912,5.4659,25,24,94.19,90,2.9580553,29.77,NA,9.9940014,"FEW","SCT","BKN","",2500,14000,26000,NA
2011-08-27 14:00:00,"WMKB",2011-08-27 21:00:00,100.3912,5.4659,25,24,94.19,100,2.36644424,29.8,NA,9.9940014,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-27 15:00:00,"WMKB",2011-08-27 22:00:00,100.3912,5.4659,25,24,94.19,50,0.59161106,29.83,NA,9.9940014,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-27 16:00:00,"WMKB",2011-08-27 23:00:00,100.3912,5.4659,25,23,88.67,50,1.77483318,29.83,NA,9.9940014,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-27 17:00:00,"WMKB",2011-08-28 00:00:00,100.3912,5.4659,25,24,94.19,20,0.59161106,29.83,NA,9.9940014,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-27 18:00:00,"WMKB",2011-08-28 01:00:00,100.3912,5.4659,25,24,94.19,0,0,29.8,NA,8.9962106,"FEW","SCT","BKN","",2500,14000,27000,NA
2011-08-27 19:00:00,"WMKB",2011-08-28 02:00:00,100.3912,5.4659,25,24,94.19,50,1.77483318,29.8,NA,8.9962106,"FEW","SCT","BKN","",2500,14000,27000,NA
